file	line	code	details
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	238	MMDuplicate	Duplicate message "exception should be IOException not subclass". Why: first used at line 193. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	239	MMMissingStringSearchValue	String search startsWith() on method() with "Cannot create a directory with the same name as a file " but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "Cannot create a directory with the same name as a file ". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	245	MMDuplicate	Duplicate message "direct buffer should be identified as direct". Why: first used at line 90. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	246	MMDuplicate	Duplicate message "heap buffer should not be identified as direct". Why: first used at line 91. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	263	MMContextless	Contextless message "operation result should equal expected value". Fix: state what is compared and why it matters. Ref: assertion-messages.adoc#MMContextless
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	288	MMMissingSubject	Message "should throw IOException when writing to closed connection" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	296	MMMissingSubject	Message "should throw IOException when writing to closed socket output stream" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	319	MMMissingSubject	Message "should throw IOException when writing to already closed output stream" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	329	MMMissingSubject	Message "should throw IOException when writing to socket channel after server socket closed" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	363	MMMissingComparisonValues	Comparison ">" uses operands write and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. write + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	365	MMMissingSubject	Message "should throw IOException when writing to socket channel closed by background thread" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	404	MMMissingComparisonValues	Comparison ">" uses operands write and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. write + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	406	MMMissingSubject	Message "should throw IOException when writing to interrupted and closed socket channel" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/io/LimitedInputStreamTest.java	86	MMDuplicate	Duplicate message "exception message should indicate size limit exceeded". Why: first used at line 59. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/io/ReferenceCountedContractTest.java	196	MMMissingComparisonValues	Comparison ">=" uses operands method() and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. method() + " >= " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/io/ReferenceCountedContractTest.java	250	MMMissingStringSearchValue	String search contains() on currentOwners with INIT but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. currentOwners + " should contain " + INIT. Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/ReferenceTracingIntegrationTest.java	34	MMMissingStringSearchValue	String search contains() on detail with method() but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. detail + " should contain " + method(). Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/ReferenceTracingIntegrationTest.java	45	MMMissingStringSearchValue	String search contains() on method() with "SampleReference" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "SampleReference". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/SyncableTest.java	39	MMMissingSubject	Message "should not be synchronized initially" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/io/TracingReferenceCountedTest.java	71	MMDuplicate	Duplicate message "Release last should throw here". Why: first used at line 57. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/io/TracingReferenceCountedTest.java	73	MMDuplicate	Duplicate message "exception message should indicate resource still reserved". Why: first used at line 59. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/io/VanillaReferenceCountedEdgeTest.java	25	MMMissingStringSearchValue	String search contains() on method() with "released" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "released". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/WgetTest.java	33	MMTooShort	Message "boom" too short. Why: words/placeholders=1 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/io/WgetTest.java	95	MMTooShort	Message "boom" too short. Why: words/placeholders=1 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/io/WgetTest.java	118	MMTooShort	Message "disk full" too short. Why: words/placeholders=2 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/onoes/ChainedExceptionHandlerTest.java	55	MMTooShort	Message "Handler error" too short. Why: words/placeholders=2 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/onoes/ExceptionHandlerTest.java	27	MMRedundantMethodName	Message "ignoresEverything should return an IgnoresEverything implementation" depends on method name "ignoresEverything". Why: only 1 meaningful word(s): implementation (filler: should, return, an). Fix: add 2+ meaningful words that survive without the name. Ref: assertion-messages.adoc#MMRedundantMethodName
src/test/java/net/openhft/chronicle/core/onoes/ExceptionKeyTest.java	22	MMDuplicate	Duplicate message "ExceptionKey toString should include level, class, message and throwable". Why: first used at line 20. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/pool/ParsingCacheTest.java	23	MMMissingSubject	Message "should return same instance (reference equality)" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/pool/StringBuilderPoolTest.java	43	MMMissingSubject	Message "should return same instance (reference equality)" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/scoped/WeakReferenceScopedResourceTest.java	34	MMDuplicate	Duplicate message "resource should be non-null after preAcquire". Why: first used at line 27. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/shutdown/HookletTest.java	57	MMMissingComparisonValues	Comparison "<" uses operands method() and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. method() + " < " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/shutdown/HookletTest.java	73	MMContextless	Contextless message "operation result should equal expected value". Fix: state what is compared and why it matters. Ref: assertion-messages.adoc#MMContextless
src/test/java/net/openhft/chronicle/core/shutdown/HookletTest.java	81	MMMissingStringSearchValue	String search startsWith() on toStringResult with "Hooklet{ priority: 10, identity: " but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. toStringResult + " should contain " + "Hooklet{ priority: 10, identity: ". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/shutdown/HookletTest.java	82	MMMissingStringSearchValue	String search contains() on toStringResult with "HookletTest" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. toStringResult + " should contain " + "HookletTest". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/threads/CleaningThreadLocalTest.java	76	MMTooShort	Message "Cleanup failed" too short. Why: words/placeholders=2 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/threads/CleaningThreadTest.java	51	MMContextless	Contextless message "operation result should equal expected value". Fix: state what is compared and why it matters. Ref: assertion-messages.adoc#MMContextless
src/test/java/net/openhft/chronicle/core/threads/DelegatingEventLoopTest.java	26	MMContextless	Contextless message "operation result should equal expected value". Fix: state what is compared and why it matters. Ref: assertion-messages.adoc#MMContextless
src/test/java/net/openhft/chronicle/core/threads/InvalidEventHandlerExceptionTest.java	40	MMTooFewMeaningfulWords	Message "instance should be created" has too few meaningful words. Why: meaningful words/placeholders=0 min=2. Fix: add at least two non-filler words or placeholders. Ref: assertion-messages.adoc#MMTooFewMeaningfulWords
src/test/java/net/openhft/chronicle/core/threads/InvalidEventHandlerExceptionTest.java	83	MMMissingStringSearchValue	String search contains() on stackTrace with "Reusable" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. stackTrace + " should contain " + "Reusable". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/threads/InvalidEventHandlerExceptionTest.java	84	MMMissingStringSearchValue	String search contains() on stackTrace with "no stack trace" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. stackTrace + " should contain " + "no stack trace". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/threads/InvalidEventHandlerExceptionTest.java	89	MMMissingStringSearchValue	String search contains() on method() with "Reusable" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "Reusable". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/threads/InvalidEventHandlerExceptionTest.java	90	MMMissingStringSearchValue	String search contains() on method() with "no stack trace" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "no stack trace". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/time/PosixTimeProviderTest.java	85	MMMissingComparisonValues	Comparison ">" uses operands method() and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. method() + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/SetTimeProviderTest.java	157	MMMissingComparisonValues	Comparison ">" uses operands expr and expr but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. expr + " > " + expr + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/SystemTimeProviderTest.java	89	MMMissingComparisonValues	Comparison ">" uses operands method() and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. method() + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/SystemTimeProviderTest.java	132	MMMissingComparisonValues	Comparison ">=" uses operands time2 and lastTimeMicros but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. time2 + " >= " + lastTimeMicros + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/UniqueMicroTimeProviderTest.java	52	MMMissingComparisonValues	Comparison ">" uses operands currentTimeMillis and lastTimestamp but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. currentTimeMillis + " > " + lastTimestamp + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/UniqueMicroTimeProviderTest.java	91	MMMissingComparisonValues	Comparison ">" uses operands currentTimeMicros and lastTimestamp but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. currentTimeMicros + " > " + lastTimestamp + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/UniqueMicroTimeProviderTest.java	130	MMMissingComparisonValues	Comparison ">" uses operands expr and expr but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. expr + " > " + expr + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/UniqueMicroTimeProviderTest.java	156	MMMissingComparisonValues	Comparison ">" uses operands currentTimeMicros and lastTimeMicros but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. currentTimeMicros + " > " + lastTimeMicros + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/UniqueMicroTimeProviderTest.java	170	MMMissingComparisonValues	Comparison ">=" uses operands currentTimeMillis and startTimeMillis but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. currentTimeMillis + " >= " + startTimeMillis + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/UniqueMicroTimeProviderTest.java	171	MMMissingComparisonValues	Comparison "<=" uses operands currentTimeMillis and expr but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. currentTimeMillis + " <= " + expr + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/UniqueMicroTimeProviderTest.java	172	MMMissingComparisonValues	Comparison ">" uses operands currentTimeMillis and lastTimeMillis but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. currentTimeMillis + " > " + lastTimeMillis + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/UniqueMicroTimeProviderTest.java	184	MMMissingComparisonValues	Comparison ">" uses operands currentTimeMicros and lastTimeMicros but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. currentTimeMicros + " > " + lastTimeMicros + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/UniqueMicroTimeProviderTest.java	196	MMMissingComparisonValues	Comparison ">" uses operands currentTimeMicros and lastTimeMicros but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. currentTimeMicros + " > " + lastTimeMicros + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/time/UniqueMicroTimeProviderTest.java	208	MMMissingComparisonValues	Comparison ">" uses operands expr and lastTimeMicros but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. expr + " > " + lastTimeMicros + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/util/BuilderTest.java	15	MMTooFewMeaningfulWords	Message "build() should return a non-null instance" has too few meaningful words. Why: meaningful words/placeholders=1 min=2. Fix: add at least two non-filler words or placeholders. Ref: assertion-messages.adoc#MMTooFewMeaningfulWords
src/test/java/net/openhft/chronicle/core/util/BuilderTest.java	23	MMMissingSubject	Message "should return different instance" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/CharSequenceComparatorTest.java	24	MMMissingComparisonValues	Comparison "<" uses operands method() and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. method() + " < " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/util/CharSequenceComparatorTest.java	25	MMMissingComparisonValues	Comparison ">" uses operands method() and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. method() + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/util/CharSequenceComparatorTest.java	33	MMMissingComparisonValues	Comparison "<" uses operands method() and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. method() + " < " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/util/CharSequenceComparatorTest.java	34	MMMissingComparisonValues	Comparison ">" uses operands method() and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. method() + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/util/CharSequenceComparatorTest.java	42	MMMissingComparisonValues	Comparison "<" uses operands method() and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. method() + " < " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/util/CharSequenceComparatorTest.java	43	MMMissingComparisonValues	Comparison ">" uses operands method() and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. method() + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/util/ClassMetricsTest.java	27	MMContextless	Contextless message "operation result should equal expected value". Fix: state what is compared and why it matters. Ref: assertion-messages.adoc#MMContextless
src/test/java/net/openhft/chronicle/core/util/ClassMetricsTest.java	39	MMMissingStringSearchValue	String search contains() on toStringResult with "offset=10" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. toStringResult + " should contain " + "offset=10". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/ClassMetricsTest.java	40	MMMissingStringSearchValue	String search contains() on toStringResult with "length=20" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. toStringResult + " should contain " + "length=20". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/HistogramTest.java	34	MMMissingComparisonValues	Comparison ">=" uses operands bucket and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. bucket + " >= " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/util/HistogramTest.java	35	MMMissingStringSearchValue	String search contains() on method() with "worst" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "worst". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/HistogramTest.java	44	MMMissingStringSearchValue	String search contains() on method() with "worst" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "worst". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/HistogramTest.java	61	MMMissingComparisonValues	Comparison ">" uses operands length and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. length + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/util/IntsTest.java	19	MMTooShort	Message "positive value allowed" too short. Why: words/placeholders=3 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/util/IntsTest.java	26	MMTooShort	Message "Expected IllegalArgumentException" too short. Why: words/placeholders=2 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/util/IntsTest.java	28	MMMissingStringSearchValue	String search contains() on method() with "negative" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "negative". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/IntsTest.java	41	MMMissingStringSearchValue	String search contains() on description with "-7" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. description + " should contain " + "-7". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/IntsTest.java	42	MMMissingStringSearchValue	String search contains() on description with ">" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. description + " should contain " + ">". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/LongsUsageTest.java	26	MMMissingStringSearchValue	String search contains() on method() with "negative" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "negative". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/LongsUsageTest.java	35	MMMissingStringSearchValue	String search contains() on method() with "not positive" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "not positive". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/LongsUsageTest.java	45	MMMissingStringSearchValue	String search contains() on method() with method() but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + method(). Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/LongsUsageTest.java	55	MMMissingStringSearchValue	String search contains() on method() with method() but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + method(). Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/RecordingHistogramTest.java	41	MMMissingStringSearchValue	String search contains() on s with "top:" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. s + " should contain " + "top:". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	19	MMMissingSubject	Message "should parse positive decimal string to numeric value" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	20	MMMissingSubject	Message "should parse negative decimal string to numeric value" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	25	MMMissingSubject	Message "should report invalid lone plus sign in error message" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	30	MMMissingSubject	Message "should report null input in error message" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	35	MMMissingSubject	Message "should report radix exceeding maximum in error message" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	40	MMMissingSubject	Message "should report radix below minimum in error message" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	51	MMMissingSubject	Message "should recognize StringBuilder and String with identical content as equal" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	52	MMMissingSubject	Message "should recognize StringBuilder and String with different content as unequal" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	60	MMMissingSubject	Message "should truncate StringBuilder to specified length" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	68	MMMissingSubject	Message "should replace StringBuilder content with new string" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	74	MMMissingStringSearchValue	String search endsWith() on StringUtils with cs but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. StringUtils + " should contain " + cs. Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	75	MMMissingStringSearchValue	String search endsWith() on StringUtils with cs but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. StringUtils + " should contain " + cs. Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	81	MMMissingStringSearchValue	String search startsWith() on StringUtils with cs but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. StringUtils + " should contain " + cs. Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	82	MMMissingStringSearchValue	String search startsWith() on StringUtils with cs but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. StringUtils + " should contain " + cs. Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	91	MMMissingSubject	Message "should recognize CharSequences with identical content as equal" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	92	MMMissingSubject	Message "should recognize CharSequences with different content as unequal" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/util/StringUtilsTest.java	100	MMMissingSubject	Message "should match strings that differ only in case" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
